block_number,experimental_condition,condition_id,task_type,task_id,response_1,reaction_time_1,response_2,reaction_time_2,response_3,age,gender,education_level (third grade),social_media_hours (daily),verbal_intelligence (self-perceived),participant_identification
3,DFU,DFU5,Insight,I5,correct,33.816624,de zon,27.4183852,3,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
4,F,F8,Insight,I3,incorrect,36.3273809,een hart,13.0567581,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
4,F,F5,RAT,R5,incorrect,27.1448832,goud,13.3456669,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
4,F,F6,RAT,R1,incorrect,39.7380136,No Response,20.0047252,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
4,F,F2,RAT,R4,correct,30.22063,water,5.2558215,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
5,DFU,DFU12,RAT,R7,correct,40.0104266,boek,5.4036275,2,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
5,DFU,DFU2,RAT,R8,correct,27.5902975,No Response,20.0056591,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
5,DFU,DFU10,Insight,I9,correct,28.1546229,in die tijd gebruikten ze nog geen munten,68.9535697,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
5,DFU,DFU4,Insight,I12,correct,39.9256747,vuur,8.7854801,5,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
6,F,F1,Insight,I8,correct,29.9600798,coach>hem>ruben>marit,74.1546062,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
6,F,F11,Insight,I2,incorrect,58.7756965,No Response,120.0005273,1,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
6,F,F9,Insight,I10,incorrect,21.0699444,No Response,108.6855977,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
6,F,F4,RAT,R10,incorrect,18.5277056,No Response,20.0126384,7,18,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,416a9fdd-526d-4200-a65d-35846ebe27a1
1,F,F3,RAT,R2,No Response,90,Nederlqnd,14.9989322,5,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
1,F,F9,RAT,R11,correct,36.0695117,weegschaal,12.3380027,6,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
1,F,F7,Insight,I10,correct,32.3945336,door twee keer de zandloper  van 7-minuten te gebruiken,46.125521,3,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
1,F,F5,RAT,R9,correct,26.4299259,No Response,20.0006836,6,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
2,F,F2,RAT,R5,correct,27.741487,No Response,20.0116963,4,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
2,F,F12,Insight,I8,correct,36.6173626,"de coach> hem > 
Ruben > Marit",92.0810196,3,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
2,F,F10,RAT,R10,correct,26.347349,leiband,7.9013615,5,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
2,F,F8,Insight,I12,incorrect,22.4767104,vuur,11.851888,4,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
3,F,F4,Insight,I4,correct,25.2476387,m,7.7861593,1,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
3,F,F11,Insight,I3,correct,16.6552427,hart,13.9837124,1,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
3,F,F6,Insight,I11,correct,22.3508503,wolken,23.5225448,3,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
3,F,F1,RAT,R12,correct,23.8013826,No Response,9.5479423,3,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
4,DFU,DFU9,RAT,R1,correct,25.0412037,No Response,15.3227914,3,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
4,DFU,DFU10,Insight,I7,correct,30.5354774,meer was bevroeren,18.014536,1,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
4,DFU,DFU12,Insight,I6,correct,23.3049781,omdat zijn ogen zich aanpassen aan de omgeving,26.5683688,4,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
4,DFU,DFU1,RAT,R7,correct,14.2594749,No Response,8.4918595,2,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
5,DFU,DFU7,Insight,I2,incorrect,22.1715489,niets toch?,115.4074962,7,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
5,DFU,DFU6,Insight,I5,correct,17.1926249,geen idee,93.1551065,6,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
5,DFU,DFU5,RAT,R4,correct,33.4043548,lente,12.2065812,4,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
5,DFU,DFU11,RAT,R3,correct,31.8969831,kleuter,17.6196195,4,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
6,DFU,DFU2,Insight,I9,correct,28.0986235,omdat de geschiedenis van de munt niet klopt,62.1096162,4,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
6,DFU,DFU4,Insight,I1,correct,28.8924183,kweetnie,110.2965961,7,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
6,DFU,DFU3,RAT,R8,correct,22.8410911,huis,16.1652039,3,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
6,DFU,DFU8,RAT,R6,incorrect,21.6194064,tuindeur,12.7352106,4,19,Vrouw,ASO/doorstroomfinaliteit,2-3 uren,Gemiddeld,f667e7b0-f6db-43fc-a8a3-6f8afcb00774
1,F,F3,Insight,I7,incorrect,85.5177658,ZWEMMEN,117.2537668,1,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
1,F,F9,Insight,I9,correct,51.1262312,ER BESTONDEN NOG GEEN MUNTEN,80.0570639,1,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
1,F,F6,RAT,R1,correct,35.6741288,UITGAAN,16.6141753,7,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
1,F,F5,RAT,R4,correct,23.516343,No Response,20.0038235,1,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
2,DFU,DFU3,RAT,R10,correct,49.3583994,BLAFFEN,11.9052585,4,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
2,DFU,DFU2,RAT,R7,incorrect,35.1686328,No Response,20.0112316,4,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
2,DFU,DFU12,Insight,I3,correct,53.1954064,HART,12.4878396,1,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
2,DFU,DFU5,RAT,R3,correct,33.8892654,No Response,20.0019255,7,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
3,DFU,DFU10,Insight,I12,correct,46.840668,No Response,120.0019198,7,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
3,DFU,DFU7,RAT,R6,incorrect,36.6882968,VERSTOPPEN,13.2208035,1,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
3,DFU,DFU1,Insight,I5,correct,50.8759903,ZON,34.3346893,4,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
3,DFU,DFU6,RAT,R9,correct,26.5335009,LUNCH,11.4795991,4,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
4,DFU,DFU8,Insight,I8,correct,62.3924388,"COACH, HEM, RUBEN, MARIT",43.7892251,3,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
4,DFU,DFU9,Insight,I11,correct,50.2293443,TEMPERATUUR,16.6374818,2,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
4,DFU,DFU11,Insight,I10,correct,32.5621732,No Response,120.0004441,7,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
4,DFU,DFU4,RAT,R2,correct,71.338012,NEDERLAND,8.6368596,4,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
5,F,F12,Insight,I4,correct,24.3565672,DE LETTER M,14.6867766,1,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
5,F,F10,RAT,R8,correct,33.1821281,VUUR,17.4554969,4,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
5,F,F11,Insight,I2,correct,33.4365991,No Response,120.0165543,3,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
5,F,F1,Insight,I6,correct,34.3268182,MET EEN  NACHTVISIE BRIL,51.6611288,4,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
6,F,F7,RAT,R12,correct,31.0054113,VUIL,10.140001,1,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
6,F,F4,RAT,R11,correct,27.2615289,VLIEGVELD,11.0013913,1,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
6,F,F8,Insight,I1,correct,21.6220377,HIJ HAD ZIJN HARNAS AAN VOOR DE VEILIGHEID,25.9197861,4,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
6,F,F2,RAT,R5,correct,26.0385803,GOUD,16.0032076,7,19,Vrouw,ASO/doorstroomfinaliteit,3-4 uren,Gemiddeld,97c6a185-4777-437c-9d52-d3e0044243d0
1,DFU,DFU8,Insight,I12,incorrect,41.008383,vuur,20.5598102,2,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
1,DFU,DFU4,Insight,I8,incorrect,55.6916142,"ruben >Marit>hij>
coach>",92.7724053,7,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
1,DFU,DFU2,RAT,R2,incorrect,65.2176889,boerderij,10.8673893,6,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
1,DFU,DFU6,RAT,R6,incorrect,51.2071396,bureau,13.9988739,4,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
2,DFU,DFU11,Insight,I4,correct,36.8194068,de letter m,11.5563672,1,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
2,DFU,DFU1,RAT,R1,correct,25.8883009,galabal,9.7339354,2,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
2,DFU,DFU5,Insight,I5,correct,28.1247431,sateliet,78.8799204,6,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
2,DFU,DFU12,Insight,I7,incorrect,34.9227579,als het meer bevroren is,23.7224816,3,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
3,DFU,DFU10,RAT,R8,incorrect,33.0999604,watertoren,15.7690164,6,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
3,DFU,DFU7,RAT,R11,correct,31.4223151,"afkic
kcentrum",18.5724426,4,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
3,DFU,DFU3,RAT,R12,correct,24.9153994,huis,17.0399268,6,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
3,DFU,DFU9,Insight,I6,correct,23.643896,de man is aan het lezen maar in zijn droom,21.6862676,2,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
4,F,F5,Insight,I10,correct,33.2383343,je neemt de 11 minuten en de helft van de 7 minuten en telt er nog een paar seconden bij,55.1843641,4,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
4,F,F4,RAT,R7,correct,16.8810475,bioloog,9.3961724,5,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
4,F,F3,RAT,R3,incorrect,36.4772746,gangster,12.7363237,3,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
4,F,F10,RAT,R9,correct,17.9386188,voorwerp,11.0733371,3,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
5,F,F12,Insight,I1,correct,30.6376889,"de beton is nog niet hard, hierdoor drijft hij er in",33.1326255,6,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
5,F,F1,RAT,R4,incorrect,35.1073711,wereld,13.5219194,4,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
5,F,F11,Insight,I9,correct,39.8772967,omdat je in het jaar 544 voor chistus nog geen muntstukken had,43.1330266,3,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
5,F,F7,Insight,I3,correct,31.9644236,"licht kan gebroken worden, dit zien we niet of raken we niet aan",40.8478416,4,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
6,F,F6,Insight,I2,incorrect,42.0641356,"iets va
n speelgoed voor een kind",43.9516679,5,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
6,F,F2,Insight,I11,correct,55.4629956,geen idee,110.342653,1,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
6,F,F9,RAT,R10,correct,25.7244544,hondenwinkel,12.5794676,6,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
6,F,F8,RAT,R5,correct,46.4371655,plaats,17.3851139,5,18,Vrouw,ASO/doorstroomfinaliteit,4-5 uren,Gemiddeld,2c98dcaa-c6b3-404d-8cb1-0f07bd1463c5
1,DFU,DFU1,RAT,R7,correct,79.5286653,houtwor;,20.0042079,4,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
1,DFU,DFU2,Insight,I7,correct,66.0419364,als het uitgedroogd is,40.7797208,4,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
1,DFU,DFU4,Insight,I6,correct,55.6968573,"hij is blind en leest br
aille",28.8768736,1,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
1,DFU,DFU5,RAT,R10,correct,66.6768329,p,20.00272,4,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
2,F,F3,Insight,I4,incorrect,36.0129147,de letter m,27.4518467,4,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
2,F,F7,RAT,R8,correct,86.1933533,damp,20.0138453,4,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
2,F,F10,RAT,R11,correct,72.7627917,No Response,0.0123971,4,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
2,F,F8,RAT,R9,incorrect,52.655103,brooddoos,16.9225719,4,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
3,DFU,DFU12,Insight,I9,correct,55.5728208,het romeinse rijk was al gevallen in 544vc,75.1709898,5,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
3,DFU,DFU8,Insight,I3,incorrect,74.7851214,je hart,15.1862483,1,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
3,DFU,DFU10,RAT,R5,correct,40.74125,vis;ijn,20.0165739,1,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
3,DFU,DFU9,RAT,R6,correct,43.1448831,rugleuning,14.5689531,3,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
4,F,F9,Insight,I5,correct,74.8061759,de maan,27.5170967,5,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
4,F,F2,Insight,I10,correct,51.5424332,je draait ze beide en doet de eieren er in als 7leeg is en 11 op[n,120.0093366,4,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
4,F,F12,RAT,R3,incorrect,51.894351,drip,16.0677929,4,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
4,F,F5,Insight,I1,correct,55.8535752,de ladder lag horizontaal,39.7675187,2,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
5,DFU,DFU11,Insight,I11,correct,36.1036752,een bodem,81.4057296,7,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
5,DFU,DFU7,RAT,R1,correct,39.6403968,cafe,20.0027924,2,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
5,DFU,DFU3,Insight,I12,correct,40.9567568,vuur,9.2356134,6,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
5,DFU,DFU6,RAT,R2,correct,49.8137346,boerderij,11.7324774,3,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
6,F,F1,RAT,R4,incorrect,73.9409825,plant,16.9667296,4,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
6,F,F11,Insight,I2,incorrect,61.3455476,een maquette,23.3182575,4,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
6,F,F4,Insight,I8,correct,37.186433,>>ruben>;qrit,120.0027922,2,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
6,F,F6,RAT,R12,correct,23.5385189,regenpijp,17.2306829,5,18,Man,ASO/doorstroomfinaliteit,5-6 uren,Boven gemiddeld,79af173b-b7d8-4ec4-940a-d3943f6c9112
1,F,F5,RAT,R3,correct,42.5366631,No Response,20.0070778,4,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
1,F,F1,RAT,R4,correct,-22.6915421,No Response,20.0237751,1,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
1,F,F3,RAT,R10,incorrect,20.1984422,No Response,20.0144902,4,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
1,F,F2,Insight,I1,correct,16.7020284,ik denk omdat beton er minder voor zorgt dat je ernstig gewond wult raken,56.2832929,4,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
2,DFU,DFU5,RAT,R7,correct,36.7902333,boek,7.003796,1,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
2,DFU,DFU1,RAT,R5,incorrect,24.7744827,No Response,20.0120499,7,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
2,DFU,DFU6,Insight,I11,incorrect,21.0575171,No Response,120.415792,7,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
2,DFU,DFU3,RAT,R12,incorrect,30.3575266,gootkoolbak,12.7515628,2,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
3,DFU,DFU9,RAT,R8,incorrect,19.1591836,bl,20.0165349,5,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
3,DFU,DFU10,RAT,R2,incorrect,-13.7476777,belgie,14.3236055,2,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
3,DFU,DFU8,RAT,R1,incorrect,18.2430651,gala,9.7217106,3,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
3,DFU,DFU12,Insight,I6,incorrect,18.0810207,hij leest wat hij wilt lezen,28.4318411,4,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
4,DFU,DFU2,Insight,I9,correct,19.3676542,omdat er toen geen munten waren in die tijd denk ik,111.1002447,7,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
4,DFU,DFU7,Insight,I5,correct,37.7303729,No Response,52.5970242,5,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
4,DFU,DFU4,Insight,I2,incorrect,20.3919457,"droogte, platteland",49.5204858,3,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
4,DFU,DFU11,Insight,I3,correct,32.5624266,hart,21.8545139,2,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
5,F,F11,Insight,I12,incorrect,28.714824,vuur,32.2858817,7,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
5,F,F8,RAT,R6,incorrect,40.705841,No Response,20.0000765,5,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
5,F,F6,RAT,R11,incorrect,32.3089912,duane,12.4200752,5,18,Vrouw,ASO/doorstroomfinaliteit,8-9 uren,Gemiddeld,623e30db-0e2f-473b-ba5e-a81112e451d4
